filepath,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_DSC_0088_jpg.rf.7dc1b90d7655507117dc31dcf966b0a2.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_DSC_0088_jpg.rf.4540a28dfbf0d8292684789b45b5fcea.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_IMG_0464_jpg.rf.2c8186e43c4d34e0671cd5568a5c5e31.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_DSC_0098_jpg.rf.4685b9574f645170b382e45c91a18b1b.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_CSD_020_jpg.rf.2930fb6e72f1801a7e86efe923d025d8.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_CSD_025_jpg.rf.a2877179b333672a77c0dffa909cea72.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_image420_jpg.rf.d2332ad06d11d6db8cac800a486bee0b.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_DSC_0109_JPG_jpg.rf.87b6d9331f0f20d216ba83418bf789f1.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_IMG_0968_jpg.rf.d5d87f1e04c1fcee60b750e5244fd1ed.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_139_jpg.rf.6d3a6987ee1a32366feedca48aa034b9.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_231_jpg.rf.bbdb8bf728074c3c6cdd0199240e67c8.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_CLD_034_jpg.rf.e432b8dd1d5e04818c63bacd4a5e072a.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_IMG_0454_jpg.rf.6042be377681beb76a05770587c58c0b.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_CLD_018_jpg.rf.53de3b4efbb4bd3c79af4812a3dddbe2.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_IMG_0974_jpg.rf.46169633e2cde34762e1ad64b04ed4e4.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_image1277_jpg.rf.d0a703aa446bf8a83458a89d71e53cb7.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_CLD_043_jpg.rf.bdf3bd63fd8d98610dab1b76e3c43d3d.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_IMG_7665_jpg.rf.3e76730a293c66244c1a27a7d5b24ff4.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_IMG_8474_jpg.rf.fe08afde2185ba3a8275cbf3240db844.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_DSC_0584_jpg.rf.70e418a431014dab6de41515e76003d2.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_CMDs_007_jpg.rf.679acef311fef71c4f5e11dacc34f79b.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_IMAG0624_jpg.rf.4133fcd6e8e1c4da47fe356662efbe58.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_CLD_018_jpg.rf.932aa5d21f0c43b00612d4b3bebaf79f.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_DSC_0753_jpg.rf.2b2bb5faed64ee89262d7a7b8819737d.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_DSC_01039_JPG_jpg.rf.a8fb3c0cfb042b53c1099d1909764bd0.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_CMDs_007_jpg.rf.b149ee0c8c65f634ed97b9cdae256838.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_IMG_9205_jpg.rf.fb7f2dbc2f40f8c47aad3a479c3aa2ee.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_IMG_0962_jpg.rf.93b7d379ff24af7870c2be3e38f741b3.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_IMG_1768_jpg.rf.05d95bc024938f0438c32822d94c5b9c.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_IMG_8448_jpg.rf.b513b1efd0a7c6211c1d67162a60ad1d.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_DSC_0109_JPG_jpg.rf.cf9a2a23af7bfbafabe7301cee8c0e0b.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_CMDdh_025_jpg.rf.1ec2e00095f25ff26643dfafb16d6205.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_IMG_8448_jpg.rf.9dc9fb0c5af16fa55d4d633c2f1e1cae.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_CSD_211_jpg.rf.ad65c1e588611fd67877545cbd541866.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_CMDdh_039_jpg.rf.61859d8ab79575a08dbdf60cd64a0a3a.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_image258_jpg.rf.0196d27194c9a6c7d1d183c5c06eec6f.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_CSD_287_jpg.rf.8484705acda9d060bb8ecbb1d5047299.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_IMG_8333_JPG_jpg.rf.35a4334cd867ca91a6f1f13defcb3603.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_IMG_0974_jpg.rf.875956b382c09c3349d0626a946c4d4c.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_DSC_01005_JPG_jpg.rf.25d95f2c8edfa029d990b88a51c03208.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_DSC_0104_JPG_jpg.rf.4805cd20e860944b560af0fa283ede63.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_DSC_0099_jpg.rf.14ddca04d05b07308e573403075ea713.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_image399_jpg.rf.a8ba4ee36ff5d1374910d4318d18690e.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_DSC_0277_jpg.rf.c761219a4e74c6ae72459ab0b3dbf4ed.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_IMAG0624_jpg.rf.eacb1e47dea194d8e18ee8ea700d48b2.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_230_jpg.rf.d1be2fac98f92abda3c992897c6915b4.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_DSC_00071_JPG_jpg.rf.221c3f31ce3865328cf16265cfbd8fb1.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_image413_jpg.rf.2ca9a8ad5c142f8817d3bb0290caced7.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_DSC_0210_jpg.rf.1d93f571c2d2dd22ea5203e0ce02e468.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_IMG_9205_jpg.rf.f98d3e1f5270bbc22bd5a8a40baf686a.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_CMDdh_022_jpg.rf.8d20f40da9f5ca6970dad6f6b92ff6bd.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_DSC_0088-Copy_jpg.rf.3d7af404a1f05c01b43f1e4ad1af2639.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_DSC_0098_jpg.rf.653b59befe8bee0369bd36a69e6f4a46.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_DSC_0105_JPG_jpg.rf.d519291c6c107ac4bad1c25a19659556.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_IMG_7650_jpg.rf.1ca97b39a1af61a6522404d34e7a2210.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_IMG_8476_jpg.rf.c11e65335f4adb95501052788c648448.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_DSC_0210_jpg.rf.abae7770d5c296f54605b8d978facd2e.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_DSC_0990_jpg.rf.814975fd397977b41a13e9d786b4162b.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_DSC_0411-Copy_jpg.rf.4ff885487eb31673885f1011c205b48d.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_IMG_9249_JPG_jpg.rf.f120397e0b5a252640460e88e1078165.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_CMDdh_042_jpg.rf.4c7e2d67462aab5d5d3e18adeb8f0747.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_DSC_0109_JPG_jpg.rf.11c17fc44b7ad3376731d28874f42784.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_image2493_jpg.rf.349555ff2902ca028dd934e1d3decc01.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_216_jpg.rf.2637a071f3a7ad8b830f95de58ee8023.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_37_jpeg_jpg.rf.6feef66f6004b6dde19dc89daed401c4.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_233_jpg.rf.748d5cbdb9d7c3e6595a1ca3173eb521.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_CLD_034_jpg.rf.047aed55f3005432f709b2f022f238a0.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_image2336_jpg.rf.dab9544b45828499da6fbee077d7573a.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_data_1_ringan-4-_jpg.rf.78ec01ff13741eb91b1c945c299bbd84.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_DSC_0334_JPG_jpg.rf.82b8bf19c7cd1219416798d274607af2.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_data_1_ringan-4-_jpg.rf.afcd27efd2874d446bdbb5a221266a32.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_IMG_7665_jpg.rf.9b3c413b5aa505dfdffe6a63ed0cee2c.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_IMG_3224-1_jpg.rf.75e3a9a8744301b3d20783960f679579.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_IMG_0968_jpg.rf.62dff03def3724696b586af1123c2366.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_CLD_004_jpg.rf.b703e875a1605f532af147c0defa71a9.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_IMG_0534_jpg.rf.5832edc7ea8426c7a9b37c9c28ae9678.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks/cropped_DSC_0902_jpg.rf.a0bd250de68e66ca2247591afc562e41.jpg,0,0,0,0,1,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks 7_Discontinuous vertical cracks/cropped_DSC_0517_jpg.rf.0203f1587ff60cf211ba24266e0a6dbf.jpg,0,0,0,1,0,0,0,1,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks 7_Discontinuous vertical cracks/cropped_DSC_0517_jpg.rf.a69e12a6194de6b6e8bb7c8957485488.jpg,0,0,0,1,0,0,0,1,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks 7_Discontinuous vertical cracks/cropped_DSC_0517_jpg.rf.f2e73eb7a348023d887f8b07c7f58ee8.jpg,0,0,0,1,0,0,0,1,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/8_Continuous horizontal cracks 9_Discontinuous horizontal cracks/cropped_DSC_0411_jpg.rf.78dbba7d6006f4b9fbfe2764cd62aef8.jpg,0,0,0,0,0,0,0,0,1,1,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/8_Continuous horizontal cracks 9_Discontinuous horizontal cracks/cropped_DSC_0462_jpg.rf.3d94433c4a59de611682466370535b08.jpg,0,0,0,0,0,0,0,0,1,1,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/8_Continuous horizontal cracks 9_Discontinuous horizontal cracks/cropped_DSC_0411_jpg.rf.1be50f0fd8774571ac98d6baf0ee1b85.jpg,0,0,0,0,0,0,0,0,1,1,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/8_Continuous horizontal cracks 9_Discontinuous horizontal cracks/cropped_DSC_0196_jpg.rf.a083e9d3bee8f3cb03464176fb401f98.jpg,0,0,0,0,0,0,0,0,1,1,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/8_Continuous horizontal cracks 9_Discontinuous horizontal cracks/cropped_DSC_0462_jpg.rf.731dbcac81db52af1e91211a133db4ca.jpg,0,0,0,0,0,0,0,0,1,1,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/8_Continuous horizontal cracks 9_Discontinuous horizontal cracks/cropped_DSC_0196_jpg.rf.13693effe9040103ab11cdc273c4f5ba.jpg,0,0,0,0,0,0,0,0,1,1,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/8_Continuous horizontal cracks 9_Discontinuous horizontal cracks/cropped_DSC_0462_jpg.rf.9142757fce8927123b7df68929f0ba33.jpg,0,0,0,0,0,0,0,0,1,1,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/8_Continuous horizontal cracks 9_Discontinuous horizontal cracks/cropped_DSC_0196_jpg.rf.670904b4ef14018bdf3c08bea39402ab.jpg,0,0,0,0,0,0,0,0,1,1,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/8_Continuous horizontal cracks 9_Discontinuous horizontal cracks/cropped_DSC_0411_jpg.rf.14e70c66f61b71826d5cb82a03cd58cf.jpg,0,0,0,0,0,0,0,0,1,1,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling/cropped_IMG_9673_jpg.rf.851c0a90ff077d112ffda8171ce2b06d.jpg,0,0,1,0,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling/cropped_DSC_0058_jpg.rf.5a53e25895234e3742370176dc65b36b.jpg,0,0,1,0,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling/cropped_IMG_9673_jpg.rf.5e97647625003d7d278288c7c8fa50cc.jpg,0,0,1,0,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling/cropped_data_1_ringan-7-_jpeg_jpg.rf.70e1823f6b979739b98ba5ff30388b4c.jpg,0,0,1,0,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling/cropped_IMAG0577_jpg.rf.86b171385f7c3cab9c0d56f6ebf319df.jpg,0,0,1,0,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling/cropped_CMDv_017_jpg.rf.ee504e52b028d9b55c9cb82f6e49fbbf.jpg,0,0,1,0,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling/cropped_CMDv_017_jpg.rf.4f0ecd303e3638edc02d86daf35ac451.jpg,0,0,1,0,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling/cropped_CMDv_030_jpg.rf.5f61e5dade5f6cfa9ac8362e5570ea07.jpg,0,0,1,0,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling/cropped_data_1_ringan-7-_jpeg_jpg.rf.176829e05575beab1c647474b81c955d.jpg,0,0,1,0,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling/cropped_DSC_0058_jpg.rf.293fc2a2d62352ad60a56dc56f415445.jpg,0,0,1,0,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling/cropped_DSC_0058_jpg.rf.5821f47ff985d3793a1015bada1edc5a.jpg,0,0,1,0,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling/cropped_IMG_9673_jpg.rf.08bf1148c62dfee6b1f49d21f9304e25.jpg,0,0,1,0,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling/cropped_IMG_0470_jpg.rf.a561bb07a4566233713dca65bc93ccad.jpg,0,0,1,0,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling/cropped_CMDv_030_jpg.rf.6b8635cb96e813fcc7bc0b4b151d3f0e.jpg,0,0,1,0,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling/cropped_IMG_0985_jpg.rf.77f70fb1b9edcccd9fabb084bb847f9f.jpg,0,0,1,0,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling/cropped_IMAG0577_jpg.rf.5c93e6c2e2b0c8ab0870c8269d99d6b2.jpg,0,0,1,0,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling/cropped_IMG_0470_jpg.rf.141783b5043b97c52ee6d68725352d1b.jpg,0,0,1,0,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling/cropped_IMG_0985_jpg.rf.34b1f29c93c31e93f5d97857188efdb6.jpg,0,0,1,0,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling/cropped_IMG_0470_jpg.rf.1ccf80ac2836a55814b51fab8d376f5c.jpg,0,0,1,0,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling/cropped_CMDv_017_jpg.rf.c81e639a19be5d74d222e2d59af5992e.jpg,0,0,1,0,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling/cropped_data_1_ringan-7-_jpeg_jpg.rf.6d023d1c12738cfd94b29ebe54a83b2b.jpg,0,0,1,0,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling/cropped_IMG_0985_jpg.rf.975bd869d797a5ae70df354ee7ff9b3b.jpg,0,0,1,0,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling/cropped_CMDv_030_jpg.rf.3bd31891879030c1cdb646f8bde213da.jpg,0,0,1,0,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling/cropped_IMAG0577_jpg.rf.6b3a7f5b87f8a58aa1b986674df72b3b.jpg,0,0,1,0,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 4_Continuous Diagonal cracks 6_Continuous vertical cracks/cropped_CMDv_011_jpg.rf.a2c9df5044dc42fd14fc81f287a907ee.jpg,0,0,0,0,1,0,1,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 4_Continuous Diagonal cracks 6_Continuous vertical cracks/cropped_CMDv_011_jpg.rf.24bc36c8616cc66ca36495aa8c34e68a.jpg,0,0,0,0,1,0,1,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 4_Continuous Diagonal cracks 6_Continuous vertical cracks/cropped_CMDv_011_jpg.rf.204143464146ad1197986d031b44b0fa.jpg,0,0,0,0,1,0,1,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 4_Continuous Diagonal cracks 6_Continuous vertical cracks/cropped_data_2_sedang-17-_jpg.rf.c34831b75def796726b3241a67734566.jpg,0,0,0,0,1,0,1,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 4_Continuous Diagonal cracks 6_Continuous vertical cracks/cropped_data_2_sedang-17-_jpg.rf.1f5ee4ccd543e3e25f0c5763c792c3ff.jpg,0,0,0,0,1,0,1,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 4_Continuous Diagonal cracks 6_Continuous vertical cracks/cropped_data_2_sedang-17-_jpg.rf.a23a36ee2180c315f11181f8a9fa87b1.jpg,0,0,0,0,1,0,1,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 5_Discontinuous Diagonal cracks/cropped_image1108_jpg.rf.b2e74480157e3509a997b9d5c482079b.jpg,0,0,0,0,0,1,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 5_Discontinuous Diagonal cracks/cropped_image1108_jpg.rf.a3fe065c7493f9d814c738c5bee490d1.jpg,0,0,0,0,0,1,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 5_Discontinuous Diagonal cracks/cropped_image1108_jpg.rf.3710ca2d1bb0b154745eeaf9bfe4e882.jpg,0,0,0,0,0,1,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/8_Continuous horizontal cracks/cropped_CMDdh_105_jpg.rf.cf51616ca3aae51be9832eb7e5c7e935.jpg,0,0,0,0,0,0,0,0,1,0,0
